RK,TEAM,CONF,ADJ. EFF. OFF.,ADJ. EFF. DEF.,EFF. FG% OFF.,EFF. FG% DEF.,TURNOVER% OFF.,TURNOVER% DEF.,OFF. REB% OFF.,OFF. REB% DEF.,FT RATE OFF.,FT RATE DEF.,FT% OFF.,FT% DEF.,2P% OFF.,2P% DEF.,3P% OFF.,3P% DEF.
127,Arkansas St.,SB,112.9,109.3,51.6,50.5,16.1,14.2,34.5,28.6,33.3,34.9,70,76.2,51.6,49.5,34.4,35.4
,,,58,248,127,182,111,329,29,159,160,246,268,354,126,138,153,281
128,Arkansas Pine Bluff,SWAC,101.4,118.2,51.5,52.6,18,15.4,22.9,34,40.2,32.5,75.8,73.3,48.4,56,36.5,31.4
,,,249,360,128,291,248,289,339,347,23,178,41,265,260,356,36,43
129,Fresno St.,MWC,102.5,108,51.5,53.1,18.8,15.4,24.4,30.4,30.4,28,68.1,68.6,52.6,51.8,33.2,36.9
,,,223,225,129,312,296,292,304,244,250,65,314,26,88,243,214,339
130,Providence,BE,108.3,95.6,51.5,47.5,17.5,17,27,27.8,31.8,27.7,72.2,72.1,53.7,45.5,32.5,34.3
,,,123,21,130,39,205,170,247,117,208,60,169,188,52,15,251,217
131,Loyola Chicago,A10,104.7,96.1,51.5,46.4,18.6,17.8,27.5,25.2,33.4,36.5,68,73.8,51,43.8,34.9,34.1
,,,189,24,131,15,284,126,228,34,158,279,315,294,149,6,127,197
132,TCU 9,B12,114,98,51.5,50.7,18,20.6,35.9,28.4,35,35.4,73.1,70.4,50.8,51.3,35.4,33
,,,48,39,132,192,245,26,18,146,118,256,131,87,155,222,94,120
133,Saint Louis,A10,111.5,112.6,51.5,54.3,16.8,14.2,26.1,28.5,36.3,35.3,75.6,73,49.6,53.9,36.4,36.6
,,,76,327,133,340,170,331,276,157,88,255,49,249,211,325,42,328
134,Kennesaw St.,ASun,103.7,113,51.5,53.1,16,17.6,30,30.5,35.4,43.2,67.7,73.1,53,51.3,32.9,37.2
,,,213,334,134,313,106,133,133,247,104,344,316,259,74,221,230,347
135,Rhode Island,A10,106.1,109.3,51.5,52.6,18.5,13.1,29.1,28.2,39.4,30,64.7,67,51.1,52,34.9,35.7
,,,163,250,135,292,281,355,163,141,31,111,349,3,146,254,132,298
136,George Washington,A10,106.3,109.7,51.5,49.8,17.1,13.9,25.9,29.2,34.2,22.8,74.5,75.7,49.9,48.3,35.8,34.7
,,,157,261,136,137,188,339,278,191,139,8,78,344,201,86,73,242
137,Nicholls St.,Slnd,103.6,109.8,51.5,49.8,19,16.4,27.6,32.2,37.6,39.4,72.7,68.5,48.9,50.7,36.8,32.1
,,,214,265,137,138,307,223,224,319,63,315,146,24,239,192,25,69
138,Sacred Heart,NEC,101.2,111.4,51.5,51.6,17.1,20.1,25.9,32.6,31.7,31.9,69.9,67.5,50.2,50.6,35.9,35.3
,,,253,308,138,246,191,34,280,324,214,157,273,7,184,184,63,274
139,Grand Canyon 12,WAC,111,98.8,51.4,45.8,17.8,19.8,34.1,30.2,46.7,34.1,74.9,70.6,52.1,44.5,33.5,32.1
,,,80,53,139,9,230,40,33,226,3,224,67,97,102,9,198,72
140,Mississippi St. 8,SEC,112.2,95.4,51.4,48,18.9,18.4,35.4,27.9,37.4,31.8,67,75.2,53.4,50.3,32.2,29.8
,,,67,20,140,50,301,91,22,124,64,153,326,337,57,172,262,8
141,San Jose St.,MWC,104.9,109.4,51.4,54.4,15.6,15.9,22.4,30.2,22.4,35.9,69.9,69.5,51.5,52.3,34.2,38.9
,,,185,253,141,342,81,260,345,228,359,268,274,53,132,271,162,361
142,Tennessee 2,SEC,115.3,90.2,51.3,45,14.9,18.8,32.8,28.1,34.4,35.4,75,71,51.6,44,33.9,30.9
,,,35,3,142,4,48,65,68,134,132,257,65,117,121,8,179,29
143,Oklahoma St.,B12,108.7,102.4,51.3,51.3,18.8,16.8,27.5,28.5,34,27.6,69.7,73.8,52.2,51.5,33.4,34
,,,116,123,143,224,294,188,227,155,143,57,279,292,98,230,204,192
144,Syracuse,ACC,111.9,100.8,51.3,52.8,15.9,20.1,24.1,31.8,34.1,26.6,72.1,72.6,51.9,53.2,33.4,34.7
,,,70,86,144,301,101,33,313,308,140,32,184,225,110,304,202,243
145,Northeastern,CAA,105.3,109.3,51.2,53.8,18.9,17,31.8,27.7,29.8,28.3,74.8,76.1,53.3,52.3,31.8,37.5
,,,174,249,145,329,300,174,86,112,265,70,72,352,68,270,283,351
146,Mississippi,SEC,113.5,102.9,51.2,50.2,15.7,18.1,30.1,36.2,35.1,32.3,72.8,71.1,49.2,50,36.6,33.8
,,,54,130,146,163,92,103,126,359,114,171,140,126,228,157,32,166
147,Presbyterian,BSth,101.6,110.6,51.2,52.8,16.9,17.7,26.3,27.8,36.8,42,66.3,72.5,52.2,52.8,32.8,35.2
,,,245,282,147,302,177,129,271,119,77,339,337,224,100,294,234,266
148,Oral Roberts,Sum,102,111.4,51.1,51.4,14.2,14.5,20.9,30.6,26,32.3,75.4,73.5,49.1,50,36,35.8
,,,240,307,148,236,26,316,355,260,341,175,51,275,236,158,62,305
149,UNC Wilmington,CAA,112.7,108.3,51.1,51.7,12.8,17.1,29.9,30.6,32.9,33.1,76.5,70.7,52.1,50.8,33,35.5
,,,61,235,149,249,3,162,134,256,173,194,32,103,104,196,223,288
150,Michigan,B10,110,104.7,51.1,52.5,18.6,13.7,30.7,30.4,32,30.5,70.3,72.9,49.5,51.7,35.9,36.1
,,,95,156,150,287,288,342,111,240,201,124,261,244,213,238,68,319
151,Idaho St.,BSky,102.6,109.6,51.1,54.5,16.7,18.2,30.3,26.8,33.5,32.6,68.7,74.7,52.6,54.7,32.2,36
,,,222,257,151,346,160,97,120,83,156,181,303,328,87,341,263,318
152,SMU,Amer,112.1,100.4,51,47.2,16.5,18.7,38.3,31.3,28.8,34,68.3,71.8,50.4,46.6,34.7,32.1
,,,68,80,152,32,151,72,5,290,287,223,309,175,172,34,139,71
153,Miami OH,MAC,98.9,105.4,51,49.3,17.2,18,22,30.7,30.4,31.9,71.9,72.5,48.7,50.5,36.2,31.5
,,,286,177,153,108,194,112,350,265,247,158,189,219,249,179,45,47
154,Milwaukee,Horz,106.2,112.5,51,50.6,17.9,15.5,36,32.6,34,32.8,73.7,75.6,52.7,50.2,32.2,34.2
,,,161,326,154,189,241,282,17,322,142,187,106,343,82,167,268,209
155,Boise St. 10,MWC,113.8,97.5,51,49.8,16.4,16.9,32.9,23.1,35.1,33.1,74.1,72.7,50.8,52.1,34.2,30.5
,,,50,33,155,139,134,179,59,5,113,193,92,232,152,260,160,19
156,North Carolina St. 11,ACC,115,101.1,50.9,50.2,13.7,17.6,28.8,29.2,32.7,31.4,73.6,73.5,50.3,49.4,34.7,34.4
,,,38,92,156,164,9,132,175,190,180,138,108,277,177,132,140,224
157,Wyoming,MWC,108.2,106.7,50.9,52.8,18.5,15.9,28.6,29.1,38,27.8,74.9,73.8,49,53.7,36.1,34.4
,,,127,200,157,303,282,262,181,187,52,62,69,290,238,317,55,223
158,St. John's,BE,119.5,98.7,50.9,49.5,15.7,18.5,38.6,30.3,27.3,34.4,72.8,74.4,50.8,47.9,34.1,35
,,,15,52,158,119,90,84,4,230,326,233,138,318,160,73,165,255
159,South Carolina 6,SEC,114.9,100,50.9,48.4,15.5,14.9,32.8,27.9,31.8,31.6,71.1,73.4,50.9,47.3,33.9,33.9
,,,40,75,159,70,74,307,65,125,209,147,226,273,150,52,181,179
160,Lamar,Slnd,102,108.5,50.9,49.2,18,19.3,33.1,31.9,33.2,39.2,73.2,70.6,50.2,48.8,34.8,33.3
,,,239,239,160,102,246,51,57,310,162,311,122,98,180,99,133,138
161,South Alabama,SB,103.2,107.5,50.9,50.7,16.3,16.7,22.8,31.8,31.6,33.9,74.8,69.1,50,52.3,35.1,31.9
,,,220,220,161,193,133,192,342,309,219,220,73,35,193,273,117,59
162,Ohio St.,B10,115.1,98.3,50.9,48.5,15.5,15.8,31.6,28.5,34.3,30.4,76.7,71.3,50.5,46.8,34.4,34.4
,,,37,42,162,73,75,264,95,149,134,122,30,135,170,39,152,225
163,Charlotte,Amer,108.6,102,50.8,48.5,15.5,15.2,26.1,29,35.2,31.5,75.2,70.9,53.2,49.5,31.3,31.1
,,,119,109,163,74,78,296,274,183,109,140,56,111,69,136,306,33
164,Marist,MAAC,96.4,100.5,50.8,47.1,18.4,20.4,23.1,26.8,29.8,35,69.7,68,49.3,46.8,35.6,31.8
,,,323,81,164,26,279,29,336,88,263,250,278,14,221,40,83,55
165,Radford,BSth,107.5,111.3,50.8,50.9,16.2,15.8,30.7,34,28,31.7,73.3,71,49.4,52.4,35.7,32.4
,,,138,301,165,198,122,266,112,345,305,152,118,120,218,278,80,84
166,North Texas,Amer,110.4,98.7,50.8,48,17.7,19.5,34,32,28.8,38.6,74,71,47.1,46.8,37.7,33.5
,,,89,50,166,51,224,44,35,315,288,305,94,119,298,41,14,148
167,Georgia Southern,SB,104.5,112.9,50.8,52,18.8,17.3,28.8,33.9,28.9,43.1,73.2,70.4,49.3,51.4,35.2,35.5
,,,192,332,167,262,298,151,177,344,285,342,124,86,225,227,110,286
168,Pepperdine,WCC,106.3,108.2,50.8,54.7,16.4,16.9,28.5,25.9,32.6,33.9,69.9,72.4,49.5,53.4,35.6,38.4
,,,158,232,168,352,137,180,187,56,185,218,275,212,215,311,84,358
169,Ball St.,MAC,102.2,109.7,50.8,51.3,18.2,16.2,27.3,27.9,38.2,27.6,77.5,71.4,48.7,50.6,36.1,35.1
,,,231,262,169,225,268,242,235,130,48,56,20,139,252,187,54,262
170,Kent St.,MAC,105.2,105.9,50.7,51.3,17.2,18.5,31,28.7,31.9,34.9,73.8,73.4,48.5,52.6,36,33
,,,175,186,170,226,193,86,106,167,205,247,101,270,259,287,60,119
171,Louisiana Lafayette,SB,105,103,50.7,49.9,16.8,20.6,30.8,32.9,28.6,40.1,73.8,71.7,51.7,53.7,32.6,27.9
,,,180,134,171,144,172,25,107,331,294,325,102,161,117,316,245,1
172,Bryant,AE,100.1,100.9,50.7,45.4,15.8,16.7,20.4,30.2,29.9,33.8,66.5,69.9,51.7,45,32.7,30.8
,,,265,89,172,7,93,190,359,229,261,217,331,66,118,13,242,26
173,Illinois Chicago,MVC,100.7,101.9,50.6,48.9,17.7,17.4,22.9,28.4,26,35.9,69.2,75.1,48.4,49.2,36,32.2
,,,259,107,173,85,218,145,340,148,340,267,293,334,261,120,61,77
174,Seattle,WAC,104,100,50.6,46.6,18.6,17.6,29.7,25.4,34.6,36.5,73.7,70.2,50.1,47.6,34.3,29.7
,,,207,73,174,18,286,135,146,41,131,278,104,75,188,62,155,5
175,Villanova,BE,110.1,93.9,50.6,48.3,14.7,16.2,24.9,24.3,26.8,26,80.8,73.7,50.5,47.6,33.8,32.8
,,,94,12,175,64,38,230,298,17,333,28,1,285,167,61,186,110
176,Northern Kentucky,Horz,102,104.8,50.6,51.3,17.3,20.1,29.4,32.6,35.1,28.8,71.7,73.2,52.2,54.5,31.6,31.2
,,,238,158,176,227,201,35,152,323,117,84,202,262,93,337,293,36
177,Elon,CAA,101.3,113.7,50.6,53.2,17.8,15.7,28.7,32.8,32.8,29.1,70.7,71.8,48.8,54.5,35.2,34.2
,,,251,341,177,317,233,275,179,328,178,88,249,172,247,338,112,206
178,Eastern Kentucky,ASun,106.8,110.2,50.6,49.8,16.1,13.9,33.1,31,32,29.5,68.4,75.8,48.8,45.6,36.1,38.7
,,,149,275,178,140,112,338,55,274,198,101,306,348,248,17,57,359
179,Drexel,CAA,107.1,103.4,50.6,47.8,16.5,13.1,33.6,24.5,30,26.7,72.4,70.6,50.3,48.2,34.1,31.4
,,,144,138,179,42,143,353,42,18,258,35,156,99,175,81,171,45
180,The Citadel,SC,101,110,50.6,53.5,18,16.1,27.3,26.8,33.7,22.5,70.7,73,51.3,54.1,32.8,35.2
,,,255,272,180,323,243,247,234,85,151,6,248,254,138,329,238,267
181,Massachusetts,A10,111.1,102.2,50.6,48.5,16,18.9,36.5,30.1,35.8,38.6,69.9,72.1,52.6,47.5,31.3,33.5
,,,79,121,181,75,105,61,13,222,97,303,272,190,85,60,302,156
182,Louisiana Tech,CUSA,108,99.4,50.6,45.6,18.8,17.6,33.8,28,42,32,70.1,71.9,49,43,35.7,33.5
,,,132,63,182,8,293,136,38,131,13,161,265,178,237,2,76,151
183,Rice,Amer,107.2,109.3,50.5,52.6,17.3,14.8,28.5,29.5,29.9,27.4,69.5,74.2,50.9,50,33.2,37.9
,,,142,251,183,293,199,311,186,206,262,52,287,316,151,156,215,354
184,Tennessee Martin,OVC,105.2,110.7,50.5,49.3,15,13.2,27,26.3,32.8,24.6,77,71.6,48.2,49.4,36.2,32.8
,,,176,284,184,109,52,349,246,66,177,14,27,153,267,134,49,109
185,New Mexico 11,MWC,114.1,95.7,50.5,48.1,14,19.3,33.5,27,33.2,33.4,71.6,74,51.1,49.2,32.7,30.7
,,,47,22,185,56,15,49,44,96,161,201,204,307,144,119,240,21
186,Houston 1,B12,120.3,86.5,50.5,43.9,13.7,24.4,36.9,30.9,30.7,39.8,69.1,67.5,49.4,43.1,34.9,30
,,,13,1,186,2,10,3,10,271,241,322,295,8,216,3,126,10
187,Portland,WCC,103.8,112.3,50.5,55.3,17.1,13.2,23.6,28.8,31.7,22.6,71.4,70.9,49.9,53.9,34.1,38
,,,210,322,187,355,187,351,326,173,215,7,219,113,203,324,170,355
188,Arkansas,SEC,109.9,102.8,50.5,50.4,16.3,15.1,25.2,29.8,45.3,39,75.6,72.7,51.8,50.1,31.8,33.9
,,,98,128,188,174,129,301,294,216,5,309,46,229,115,163,288,182
189,Utah Tech,WAC,99.5,107.9,50.4,50.4,21.8,18.3,28.2,31.6,40.3,43.2,63.7,72.8,50.2,50.1,33.7,33.9
,,,280,224,189,175,356,96,201,304,21,343,355,242,183,165,190,181
190,UMass Lowell,AE,105.1,105.7,50.4,47.3,18.2,15.5,32.1,26.9,40.1,26.9,74,69,51.3,49.1,32.3,29.2
,,,179,183,190,36,265,283,76,91,24,38,96,31,136,114,258,2
191,Albany,AE,104.1,110.9,50.4,51.4,17.7,17,30.6,29.4,29.2,38.9,72.5,72.4,51,54.6,32.9,29.3
,,,202,286,191,237,221,172,114,202,282,307,155,209,147,340,231,3
192,Bucknell,Pat,98.6,106.8,50.4,49.5,18.9,16.4,25.9,28.6,29,31.5,71.6,70.2,50.2,50.1,33.8,32.4
,,,293,203,192,120,302,222,279,163,284,142,206,76,179,164,185,87
193,Austin Peay,ASun,107.1,114.9,50.4,53.1,13.3,16.6,29.9,31.6,31.9,37.9,71.3,70.9,48.8,54.4,35.5,34
,,,143,351,193,314,6,196,137,303,207,297,222,114,245,336,88,187
194,Youngstown St.,Horz,107.1,104.4,50.4,49,15.5,16.5,33.9,28.7,29.3,30.7,77,69.5,52.2,47.9,31.9,34
,,,145,150,194,92,76,207,36,165,273,130,26,48,99,72,278,194
195,Robert Morris,Horz,100,113,50.3,53.3,20,15.8,33.2,29.5,28,36.8,71.9,73,50,54.3,33.8,34.3
,,,273,333,195,318,330,269,54,205,308,283,192,253,196,334,188,215
196,Penn St.,B10,110.2,99.4,50.3,50.2,15.7,20.7,26.8,32.2,35.3,36.3,74.7,76.7,50.5,52.5,33.4,30.3
,,,92,64,196,165,91,23,257,320,108,275,75,357,165,282,201,14
197,Stony Brook,CAA,106.2,106,50.3,50,15.1,15.2,26.6,29.3,29.2,27.4,74.4,69.2,48.6,48.4,35.5,34.8
,,,160,187,197,149,58,295,259,195,279,53,82,40,258,89,92,245
198,Tulsa,Amer,101.5,104.7,50.3,49.7,18.2,18.1,24.4,30.4,40.6,35.1,73.8,69.4,51.7,50,32.1,32.7
,,,246,157,198,132,270,109,305,245,18,251,100,43,120,155,271,106
199,Florida St.,ACC,110.6,100.7,50.3,52.2,16.4,20.7,28.5,32.8,36.8,41,70.7,70.2,51.5,51.6,31.7,35.4
,,,86,85,199,274,140,24,189,329,76,331,246,77,131,235,289,283
200,Quinnipiac,MAAC,105,105.1,50.3,48.9,17.1,17.7,31.6,28.1,30.4,28.9,77.2,70.6,49.6,47.7,34.5,33.9
,,,181,168,200,86,185,130,94,135,246,85,23,94,209,66,147,178
201,UC Davis,BW,102.3,101.9,50.2,49.1,19.3,20.9,28.6,30.6,38.2,38.4,75.1,73.8,50.8,49.1,32.9,32.7
,,,229,108,201,96,318,21,185,257,46,302,59,289,153,115,229,105
202,San Diego St. 5,MWC,112.4,93.6,50.2,47.1,16.1,18.1,32.8,27.9,37.3,33.4,73.3,70.3,51.7,47.7,31.8,30.8
,,,64,10,202,27,110,105,67,126,67,200,116,81,119,65,281,28
203,Kansas St.,B12,107.8,96.6,50.2,46.8,21.2,16,32.4,30.5,38.3,33.1,72,70.5,51.9,46.8,31.8,31.2
,,,135,28,203,24,347,255,74,246,43,192,187,91,107,37,286,35
204,Central Connecticut,NEC,99.8,108.6,50.2,49.6,16.7,17.5,27.6,26.8,33,26.7,70.7,68,50.8,48.2,32.8,34.8
,,,276,241,204,126,161,139,220,84,166,34,242,13,159,80,235,248
205,Idaho,BSky,98.4,111.1,50.2,53.5,17.5,16.6,22.7,28.6,26.7,37.2,74.1,73.1,50.2,53.4,33.5,35.8
,,,298,291,205,324,206,201,343,164,337,288,93,255,186,310,199,308
206,Harvard,Ivy,101.1,105.1,50.2,50.1,17.8,16,26.5,31.3,35.7,25.8,70.5,69.2,49.9,49.5,33.8,33.9
,,,254,171,206,157,231,253,262,294,99,22,254,41,200,140,187,180
207,North Dakota,Sum,104.8,109.6,50.2,52.4,15,15.3,30.7,26.1,32.2,29.6,70.4,74.2,51.5,52.2,32.3,35.2
,,,188,260,207,282,51,293,109,59,192,106,259,315,130,264,260,269
208,Missouri,SEC,108.2,104.9,50.2,51.4,16.8,18.7,26.8,35.8,31.7,42.5,79.2,74.1,51.8,51.2,31.9,34.4
,,,128,165,208,238,173,73,258,358,213,341,7,309,116,216,277,228
209,Le Moyne,NEC,98.7,110.3,50.1,50.6,16.6,17.8,23.1,29.9,25.3,27.8,76.5,70.6,49.2,51,34.1,33.4
,,,290,279,209,190,155,123,335,219,347,63,33,95,227,208,166,146
210,Evansville,MVC,101,104.8,50.1,52.4,16.6,17.2,21.4,26.1,28.3,28.3,72.1,73.9,49.9,51.7,33.6,35.5
,,,256,162,210,283,154,155,353,61,302,72,183,300,202,237,195,287
211,Mercer,SC,103.9,107.8,50.1,51.2,16.6,17.9,30.6,31.1,27.6,38.9,66.3,72.5,48.8,51.2,35.4,34.2
,,,208,222,211,217,156,116,115,280,318,308,335,223,246,217,97,205
212,Holy Cross,Pat,99.4,121,50.1,53.6,16.5,12.8,23.2,28.1,25.9,30.6,66.7,72.2,48.7,50.7,35,38.7
,,,282,362,212,325,147,356,334,138,343,128,328,196,253,193,125,360
213,Cincinnati,B12,110.9,95.3,50.1,47.5,17.3,17.5,36.5,25.3,27.6,28.6,68.9,75.3,50.8,46.3,32.7,33.2
,,,83,19,213,40,197,140,12,35,317,81,298,339,156,27,241,134
214,Troy,SB,106.8,102.2,50.1,49.8,19.6,20.8,34.8,30.7,41.3,39.8,73.1,70.7,48.2,47.7,35.3,35.9
,,,148,118,214,141,325,22,26,261,14,321,128,104,269,67,102,314
215,UAB 12,Amer,113.1,106.4,50,51,16.8,16.2,35.4,31.3,40.6,31.5,74.3,72.4,50.1,50.2,33.1,34.8
,,,56,193,215,208,171,239,21,291,19,139,86,206,191,169,219,247
216,Murray St.,MVC,107.2,106.2,50,54.5,14.4,17.9,26.5,25.5,29.6,27.7,69.8,72.4,51.3,53.8,31.6,37
,,,141,188,216,347,32,115,263,44,267,61,277,213,139,319,294,341
217,Iona,MAAC,102.3,108,50,52.8,14.9,22.2,28.3,30.8,28.5,37.5,65.2,73.9,48.2,54.1,35.3,34
,,,227,227,217,304,49,10,195,267,298,292,348,304,268,331,101,188
218,Tarleton St.,WAC,108.3,105.2,50,50.4,16.6,20,30.1,32.7,30.4,34,76.3,70.6,50,50.4,33.3,33.5
,,,126,173,218,176,158,37,127,326,249,221,34,96,195,176,206,153
219,Duquesne 11,A10,106.9,96.8,50,48.5,17.4,19.2,29.8,30.3,32.5,35,71.6,71.1,49.4,49,33.9,31.8
,,,147,31,219,76,204,55,142,234,187,249,203,127,217,110,178,57
220,Queens,ASun,103.7,111.2,49.9,54.1,15.7,15.4,27.6,29.5,33.7,29.4,71.1,72.3,50.1,55.8,33,34.2
,,,212,299,220,336,88,287,222,207,152,93,229,201,190,355,225,208
221,Seton Hall,BE,111.5,97.7,49.9,49.3,18.8,17.9,35.8,29.3,31.5,26.1,77.7,76.3,50.1,48.6,33,33.5
,,,75,35,221,110,295,119,19,192,221,29,17,355,189,95,221,154
222,Georgia,SEC,109.8,98.5,49.9,49.6,16.2,16.2,27.3,30.5,37.6,30,72.2,72.2,48.9,49.8,34.3,32.9
,,,101,47,222,127,121,236,237,252,62,112,173,193,242,149,157,114
223,Northern Illinois,MAC,101.3,112.7,49.8,52.9,18.1,14.3,28,31.2,36.2,34.7,68.2,68.1,50.2,51.8,32.7,36.7
,,,250,330,223,306,260,324,206,285,91,239,311,15,187,245,244,330
224,North Alabama,ASun,104.1,112.4,49.8,51.5,14.6,14.2,27,27.8,32.9,40.9,77.2,71.8,47.9,50.6,35.6,35.4
,,,200,323,224,243,36,328,253,118,172,330,25,167,278,188,85,279
225,Oregon St.,P12,106.3,104.5,49.8,51.3,18.3,16.8,26.2,31.1,35.6,35.9,73.7,71.2,49.9,52.3,33.1,33.2
,,,156,153,225,228,275,187,273,281,102,264,107,131,199,274,218,133
226,North Carolina Central,MEAC,104.4,112.7,49.8,49,17.8,18.1,31.3,33.7,40.4,37.1,69.7,72.4,49.8,51.5,33.2,29.7
,,,194,329,226,93,234,107,101,341,20,286,280,214,205,232,211,6
227,Merrimack,NEC,95.8,100,49.8,46.2,19,23.2,22.3,34.6,34.3,32.5,73.2,70.1,52.2,46.1,31.1,30.9
,,,329,74,227,11,309,5,347,351,133,179,120,70,92,26,313,30
228,Wichita St.,Amer,104.9,101.6,49.8,48.5,17.8,14.8,31.8,28.7,26.4,28.3,69.3,72.9,49.9,48.1,33,32.7
,,,187,100,228,77,229,312,87,166,338,73,290,246,198,79,227,104
229,Brown,Ivy,104,105.5,49.7,51.2,18.3,16.8,31.9,27.3,33,32.1,65.5,69.6,49.2,52.2,33.7,33.1
,,,204,179,229,218,272,186,82,102,168,165,346,58,226,265,192,128
230,FIU,CUSA,100.1,110.2,49.7,55.6,18.9,24.1,27,37.3,28.4,35.9,66.4,70,49.9,52.9,32.9,40.3
,,,268,274,230,356,303,4,251,361,300,266,333,67,204,297,228,362
231,Missouri St.,MVC,104,102,49.7,48,17.3,13.1,29.1,24.7,31.5,24.9,71.1,71.7,51.2,47,31.4,33
,,,206,111,231,52,196,354,160,23,220,16,225,163,140,47,301,124
232,Canisius,MAAC,100.1,107,49.6,51.2,19.1,16.3,32.8,28.1,27.5,28,61.9,70.6,49.7,51,32.9,34.4
,,,266,213,232,219,312,226,64,133,322,66,360,101,208,207,232,227
233,West Virginia,B12,108.8,105.3,49.6,52.1,18.3,15,26.6,30.4,37.1,28.1,70.5,73.6,47.8,51.9,34.9,34.9
,,,113,176,233,269,274,306,260,242,72,67,255,284,281,248,131,251
234,USC Upstate,BSth,99.3,108.4,49.6,52,16.4,18.6,23.9,34.3,29.5,45,64.2,71.5,50.2,53,32.5,33.5
,,,284,236,234,263,142,75,321,349,268,350,351,151,181,300,249,155
235,Nebraska Omaha,Sum,102.4,111,49.5,53.4,14.5,15.9,24.7,26.4,39.7,32.2,74.8,74.5,50.5,53.3,31.6,35.7
,,,225,288,235,321,34,258,300,70,27,168,74,320,171,307,296,303
236,Lehigh,Pat,98.8,106.8,49.5,51.7,16.9,17.9,22,23.5,33,29.6,74,69.9,50.2,50.7,32.2,35.6
,,,288,201,236,250,174,117,349,10,169,105,97,64,185,191,265,295
237,UMKC,Sum,100.7,103.3,49.4,51.1,17.9,17.3,31.3,25.3,29.3,45.1,72.6,70.9,48.9,52.7,33.4,32.4
,,,260,136,237,213,235,149,102,37,274,351,151,112,240,289,203,88
238,Cleveland St.,Horz,105,108.4,49.4,51.3,14.9,19.3,33.4,34.5,31,37.4,66.8,70.5,49.3,55.2,33.1,30
,,,182,237,238,229,50,50,48,350,233,291,327,93,220,349,217,11
239,Coastal Carolina,SB,98.5,111.2,49.4,50.1,19.1,12.7,29.3,30.5,32.5,29.5,67.4,69.4,50,50.6,32.1,33
,,,294,298,239,158,313,358,155,248,188,99,321,45,194,185,274,123
240,Monmouth,CAA,104.9,108,49.4,50,15.3,17.8,30.5,32.2,29.2,33.3,71.6,74.5,47.8,49.3,34.8,34
,,,186,226,240,150,67,121,117,317,280,198,205,323,280,126,135,190
241,Southern,SWAC,97,103.1,49.4,50.4,20.1,22.1,26.5,30.8,35.6,46.2,66.7,72.2,49.9,51.5,32.5,32.2
,,,316,135,241,177,337,11,264,270,101,354,329,197,197,231,247,79
242,Stephen F. Austin,WAC,100.2,102.2,49.4,49.6,21.9,22.9,33.3,30.4,42.2,47.4,70.5,72.2,49.2,46,33.2,37.1
,,,264,120,242,128,357,7,51,239,10,359,252,195,233,24,209,345
243,Binghamton,AE,101.6,110.2,49.4,50,18,13.3,29.1,25,34.3,34.8,67.4,73.3,51.4,48.4,29.9,35
,,,243,277,243,151,242,348,165,30,136,243,320,267,134,88,332,259
244,Northern Arizona,BSky,98.1,111.3,49.3,52.9,18.1,16.7,24.1,31.1,31.1,37.4,69.6,71.6,50.7,55.4,31.2,32
,,,303,302,244,307,259,194,315,282,232,290,286,156,162,350,310,66
245,Norfolk St.,MEAC,101.8,108.8,49.3,49.7,18.4,22.3,31.6,31.5,42.1,44,72.9,74.1,49.1,48,33,34.5
,,,242,244,245,133,280,9,97,299,11,346,133,311,235,77,220,232
246,La Salle,A10,105.9,106.9,49.2,50.7,14.2,15.4,27,30.8,24.8,33.3,72.3,71.7,47.6,49.3,34.5,35.8
,,,167,206,246,194,27,285,249,269,351,199,163,162,286,127,149,307
247,California,P12,108,103,49.2,51.3,16.2,14.7,28.6,26.7,29.2,33.1,72.7,72.3,48,50,33.8,35.7
,,,130,132,247,230,118,314,184,80,281,196,145,198,275,159,189,301
248,Xavier,BE,111.3,99.2,49.1,49.5,16.4,16,31.9,29,31.8,29.7,74.6,71.2,48.1,49.2,34.2,33.4
,,,77,61,248,121,139,251,81,179,211,107,76,130,273,121,161,145
249,Gardner Webb,BSth,102.2,104.8,49.1,50.3,16.1,16,27.9,26.7,35.9,39.4,63,71.7,47.4,50,34.8,34
,,,234,163,249,167,109,250,214,82,96,316,356,165,291,161,138,191
250,Longwood 16,BSth,104,105.5,49.1,51.9,18.3,19.4,36.3,25.9,39.5,36.2,69.3,69.7,48.4,51.4,34,35.1
,,,205,178,250,256,271,47,14,55,30,273,292,59,263,229,172,264
251,San Diego,WCC,100.2,106.5,49,52.5,18.3,18.1,27.1,31.8,32,38.6,72.1,70.1,47.4,53.7,34.8,33.9
,,,263,197,251,288,277,110,245,307,202,304,185,73,290,318,134,177
252,Bellarmine,ASun,100,111.3,49,53.9,14.5,14.6,21.8,29.4,21.4,31.9,77.6,74.7,48.3,55.1,33.6,35
,,,270,306,252,330,35,315,352,204,362,160,19,326,265,347,197,257
253,Tennessee Tech,OVC,94.4,113.4,49,52.5,17.8,15.4,18.9,28.1,31,24.6,71.4,78.2,49.2,52.7,32.3,34.8
,,,340,336,253,289,227,288,360,139,234,15,218,360,232,288,259,249
254,Cal St. Northridge,BW,98.9,104.8,48.9,48.3,19,18,31.1,26.9,37.6,39.5,67.5,73.1,50.3,47.2,30,33.1
